,Restaurant name,Ranking,Number of reviews,Average vote,Price range,Price level,address,Postal code,Restaurant type 1,Restaurant type 2,Boroughs,Population,Income
1314,Pizzeria Pulcinella,1346,19,4.5,$,1.0,"Calle Maestro Sosa 17 Bajo Derecha, 46007, Valencia Spain",46007,Italian,Pizza,Extramurs,73050,16794.0
1315,El Obrador Del Celiaco,1347,14,5.0,$$ - $$$,4.0,"Calle Aparicio Albinana 2 Junto a Hipercor Campanar, 46015, Valencia Spain",46015,Spanish,,Campanar,35767,15126.0
1316,Restaurante Hommus Express,1348,8,5.0,,,"Calle Buenos Aires 4 Ruzafa, 46006, Valencia Spain",46006,Lebanese,Mediterranean,l'Eixample,76697,20299.0
1317,Taberna Cubana Salsavana,1349,91,3.5,$,1.0,"Calle Cadiz, 27. Bajo Barrio de Ruzafa, 46006, Valencia Spain",46006,Caribbean,Latin,l'Eixample,76697,20299.0
1318,Hokkaido Sushi,1350,23,4.0,$$ - $$$,4.0,"Avenida de Aragon 22, 46021, Valencia Spain",46021,Japanese,Sushi,Algirós,68400,15105.0
1319,Los Toneles,1351,0,,$,1.0,"Calle Ribera 17, 46002, Valencia Spain",46002,Mediterranean,European,Ciutat Vella,26542,19009.0
1320,Prime Bar,1352,11,4.5,,,"Avenida los Naranjos 35 Bajo Izq, 46011, Valencia Spain",46011,American,Mediterranean,Poblats Marítims,82178,11698.0
1321,Kofo's Bistro,1353,9,5.0,,,"Pl. d'Hondures, 26, 46022, Valencia Spain",46022,American,Steakhouse,Algirós,68400,15105.0
1322,Lateral Patriarca,1354,182,3.5,$$ - $$$,4.0,"Plaza del Colegio del Patriarca n. 6, 46002, Valencia Spain",46002,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1323,Casa Di Roma,1355,28,4.0,$$ - $$$,4.0,"Av. de França, 2, 46023, Valencia Spain",46023,Italian,Pizza,Camins al Grau,46154,13788.0
1324,On Time Restaurante,1356,16,4.5,$$$$,7.0,"Calle de Juan Llorens 51, 46008, Valencia Spain",46008,Mediterranean,,Extramurs,73050,16794.0
1325,Restaurante Mr,1357,42,4.0,$,1.0,"Calle Botanico Cavanilles No 9, 46020, Valencia Spain",46020,Japanese,Sushi,Benimaclet,46868,14834.0
1326,Restaurante El clot,1358,35,4.0,$$ - $$$,4.0,"C/ San Miquel, 55 b Aldaia, 46960, Valencia Spain",46960,Mediterranean,Spanish,,,
1327,Rinconcito,1359,25,4.0,$$ - $$$,4.0,"Paseo de la Alameda 45, 46023, Valencia Spain",46023,Mediterranean,,Camins al Grau,46154,13788.0
1328,Restaurante Albufera,1360,50,4.0,$$$$,7.0,"Paseo Alameda 32 SH Valencia Palace, 46023, Valencia Spain",46023,Mediterranean,Spanish,Camins al Grau,46154,13788.0
1329,Meson Castilla,1361,17,4.5,$$ - $$$,4.0,"Avenida Cid 158 Bajo Izquierda, 46014, Valencia Spain",46014,Mediterranean,Spanish,Patraix,40168,13331.0
1330,Red Red Wine,1362,25,4.5,$$ - $$$,4.0,"Carrer dels Centelles, 27, 46006, Valencia Spain",46006,Spanish,Mediterranean,l'Eixample,76697,20299.0
1331,Restaurante Senyoret,1363,52,4.0,$$ - $$$,4.0,"Avda de Francia, 11, 46023, Valencia Spain",46023,Spanish,,Camins al Grau,46154,13788.0
1332,Pipol Restaurante,1364,274,3.5,$$ - $$$,4.0,"Calle del Convento de San Francisco 3, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
1333,Jenkin's - Gran Via,1365,31,4.0,,,"Gran Via del Marquès del Túria 59, 46004, Valencia Spain",46004,American,,l'Eixample,76697,20299.0
1334,Restaurante Palacio Ademuz,1366,70,4.0,$$ - $$$,4.0,"L' Horta Nord 3, 46015, Valencia Spain",46015,Spanish,,Campanar,35767,15126.0
1335,Cafe Berlin,1367,110,3.5,$$ - $$$,4.0,"Calle Cadiz 22, 46006, Valencia Spain",46006,International,Mediterranean,l'Eixample,76697,20299.0
1336,Mascaraque IVAM,1368,39,4.0,$$ - $$$,4.0,"Calle Guillen de Castro 118, 46003, Valencia Spain",46003,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1337,Chez Bakkali,1369,58,4.0,$$ - $$$,4.0,"Placa Periodista Ros Belda 2 Near Avd. Aragón, 46021, Valencia Spain",46021,Moroccan,Spanish,Algirós,68400,15105.0
1338,Aral,1370,31,4.0,$$ - $$$,4.0,"Plaça Corts Valencianes 18, La Pobla de Farnals, 46137, Valencia Spain",46137,Mediterranean,Seafood,,,
1339,APUNTO,1371,36,4.0,$$ - $$$,4.0,"Carrer de Higinio Noja, 49 Downstairs, 46023, Valencia Spain",46023,Mediterranean,Spanish,Camins al Grau,46154,13788.0
1340,Restaurante La Perla,1372,270,3.5,$$ - $$$,4.0,"Paseo Neptuno 24, 46011, Valencia Spain",46011,Mediterranean,Seafood,Poblats Marítims,82178,11698.0
1341,Vale,1373,17,4.5,$$ - $$$,4.0,"Calle Doctor Romagosa 1, bajo, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1342,Bar Restaurante Greek FLOGA,1374,15,4.5,$$ - $$$,4.0,"Avinguda de Burjassot, 113, 46015, Valencia Spain",46015,Greek,,Campanar,35767,15126.0
1343,pizzeria La Amasadora,1375,10,5.0,$,1.0,"Avenida del Cardenal Benlloch 37, 46021, Valencia Spain",46021,Pizza,Italian,Algirós,68400,15105.0
1344,Gordito Burgers,1376,15,4.5,$$ - $$$,4.0,"Gran Via de les Germanies 24 Bajo, 46004, Valencia Spain",46004,American,Fast Food,l'Eixample,76697,20299.0
1345,1985 Cerveceria Artesana,1377,16,5.0,$,1.0,"Av. de Blasco Ibáñez, 109, 46022, Valencia Spain",46022,Latin,Argentinean,Algirós,68400,15105.0
1346,Restaurante Carrion,1378,99,3.5,$$ - $$$,4.0,"Avenida Blasco Ibanez 200, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
1347,Pasteleria El Taller,1379,20,4.5,,,"Calle la Guardia Civil 10, 46020, Valencia Spain",46020,,,Benimaclet,46868,14834.0
1348,Maleza Gastrobar,1380,12,4.5,$$ - $$$,4.0,"Calle Poeta Mas y Ros 35 Bajo Derecho, 46022, Valencia Spain",46022,Mediterranean,,Algirós,68400,15105.0
1349,Miami Burger House,1381,0,,$$ - $$$,4.0,"Calle Zurradores 7, 46001, Valencia Spain",46001,Latin,International,Ciutat Vella,26542,19009.0
1350,Pizza Swift,1382,58,4.0,$,1.0,"Plaza Xuquer 13 Bajo, 46021, Valencia Spain",46021,Pizza,Italian,Algirós,68400,15105.0
1351,Tasquer Sandwich Bar,1383,19,4.5,$$ - $$$,4.0,"Carrer d'Alzira, 27, 46007, Valencia Spain",46007,American,Mediterranean,Extramurs,73050,16794.0
1352,Snack Restaurant at the Las Arenas Hotel,1384,54,4.0,$$$$,7.0,"Calle Eugenia Vines 22-24, 46011, Valencia Spain",46011,Spanish,,Poblats Marítims,82178,11698.0
1353,La Taberna Asturiana,1385,46,3.5,$$ - $$$,4.0,"Calle Doctor Vicente Zaragoza n 1, 46020, Valencia Spain",46020,Spanish,Grill,Benimaclet,46868,14834.0
1354,Kaede,1386,48,4.0,$$ - $$$,4.0,"Avenida Instituto Obrero de Valencia 16, 46013, Valencia Spain",46013,Japanese,Sushi,Quatre Carreres,52940,12357.0
1355,DE CALLE,1387,92,3.5,$$ - $$$,4.0,"Calle del Conde de Altea 12, 46005, Valencia Spain",46005,Mediterranean,Bar,l'Eixample,76697,20299.0
1356,La Caragola,1388,35,4.0,$$ - $$$,4.0,"Plaza Mossen Sorell 9, 46003, Valencia Spain",46003,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1357,Bar La Negri,1389,18,4.0,,,"Carrer D'albocàsser 27, 46020, Valencia Spain",46020,Mediterranean,Spanish,Benimaclet,46868,14834.0
1358,Very Acai,1390,14,4.5,$,1.0,"Gran Via del Marques del Turia 34 Downstairs on the left side, 46005, Valencia Spain",46005,Healthy,,l'Eixample,76697,20299.0
1359,Empanadish - Valencia,1391,8,5.0,,,"Calle Luis Santangel 20 Local 20, 46005, Valencia Spain",46005,Latin,Cafe,l'Eixample,76697,20299.0
1360,Restaurant Manicomi,1392,21,4.5,$,1.0,"Calle del Beato Nicolas Factor 11 Valencia Barrio Patraix, 46007, Valencia Spain",46007,Spanish,Mediterranean,Extramurs,73050,16794.0
1361,Kiro Caffe,1393,8,5.0,$,1.0,"Carrer Del Frare, 46002, Valencia Spain",46002,Italian,African,Ciutat Vella,26542,19009.0
1362,La Kroqueta,1394,22,4.5,$,1.0,"Calle Explorador Andres 2 Bajo, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
1363,Bar El Holandes Errante VALENCIA,1395,17,4.5,$,1.0,"Calle Jose María de Haro 51 Calle principal José María de Haro 51 y salida por plaza Mestre Ripoll 12, zona peatonal, 46022, Valencia Spain",46022,Dutch,,Algirós,68400,15105.0
1364,Restaurante Samurai,1396,198,3.5,$$ - $$$,4.0,"Calle Conde de Altea 43 46005, 46005, Valencia Spain",46005,Chinese,Japanese,l'Eixample,76697,20299.0
1365,Nagoya,1397,21,4.5,$$ - $$$,4.0,"Carrer de Lladro i Malli, 9, 46007, Valencia Spain",46007,Japanese,Sushi,Extramurs,73050,16794.0
1366,Restaurante El Bon Menjar,1398,52,4.0,$,1.0,"Carrer dels Assaonadors, 7, Valencia Spain",,European,Spanish,,,
1367,Taberna Casa Juan,1399,69,4.0,$$ - $$$,4.0,"Calle Almirante Cadarso 24, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
1368,El Arenal del Carmen,1400,203,3.5,$$ - $$$,4.0,"Calle Catalans 4, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
1369,Cafe Drassanes,1401,12,5.0,$,1.0,"Placa Juan Antonio Benlliure 6 Bajo, 46011, Valencia Spain",46011,Spanish,Mediterranean,Poblats Marítims,82178,11698.0
1370,Pizzeria Palleter 33,1402,41,4.0,$$ - $$$,4.0,"Calle Palleter 33, 46008, Valencia Spain",46008,Italian,Pizza,Extramurs,73050,16794.0
1371,Embrujo Del Carmen,1403,238,3.5,$$ - $$$,4.0,"Calle Juristas 5, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
1372,La Masia,1404,23,4.5,$,1.0,"Calle del Pintor Salvador Abril 43 Esquina con Matias Perellò, 46005, Valencia Spain",46005,Healthy,Cafe,l'Eixample,76697,20299.0
1373,Dos Lunas Beach,1405,334,3.5,$$ - $$$,4.0,"Marina Real Juan Carlos I, 46024, Valencia Spain",46024,Mediterranean,European,Poblats Marítims,82178,11698.0
1374,La Buganvilla,1406,13,4.5,$$ - $$$,4.0,"Carrer Del Mediterrani, 9, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
1375,Savory,1407,10,5.0,$$ - $$$,4.0,"Calle Serpis 23, 46021, Valencia Spain",46021,Fusion,,Algirós,68400,15105.0
1376,La Bolonesa,1408,47,4.0,$$ - $$$,4.0,"Avenida Doctor Peset Aleixandre 96, 46025, Valencia Spain",46025,Italian,Pizza,Benicalap,33298,11520.0
1377,Restaurante Sra,1409,59,4.0,$$ - $$$,4.0,"Calle Alboraya 72, 46010, Valencia Spain",46010,Spanish,Deli,El Pla del Real,26491,20207.0
1378,Bar Calimero,1410,10,5.0,,,"Calle del Escultor Alfonso Gabino 19 Próximo A La Plaza Honduras, 46022, Valencia Spain",46022,Bar,Mediterranean,Algirós,68400,15105.0
1379,Iberics,1411,0,,$$ - $$$,4.0,"Plaza Santa Catalina 2, 46001, Valencia Spain",46001,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1380,Vinomio,1412,17,4.0,$$ - $$$,4.0,"Calle del Conde de Altea 32, 46005, Valencia Spain",46005,Mediterranean,European,l'Eixample,76697,20299.0
1381,Bar El Mercado Mercado del Cabanal,1413,11,5.0,$$ - $$$,4.0,"Calle de Marti Grajales n 4 Recinto Mercado Cabanyal, 46011, Valencia Spain",46011,Spanish,,Poblats Marítims,82178,11698.0
1382,Petit Bistro Terrace,1414,136,3.5,$$ - $$$,4.0,"Calle Cabillers 3, 46003, Valencia Spain",46003,Spanish,International,Ciutat Vella,26542,19009.0
1383,Bar La Paca,1415,54,4.0,$,1.0,"Calle del Rosario, 22, 46011, Valencia Spain",46011,Spanish,,Poblats Marítims,82178,11698.0
1384,La Xarranta,1416,47,4.0,$$ - $$$,4.0,"Calle Reina 70, 46011, Valencia Spain",46011,Spanish,Mediterranean,Poblats Marítims,82178,11698.0
1385,Bistronomia Laurel,1417,22,4.0,,,"Gran Vía de Ramón y Cajal 1, 46007, Valencia Spain",46007,Lebanese,Mediterranean,Extramurs,73050,16794.0
1386,The Market Bar Cabanyal,1418,14,4.5,$$ - $$$,4.0,"Calle Marino Sirera 14 Mercado del Cabanyal, 46011, Valencia Spain",46011,Mexican,Irish,Poblats Marítims,82178,11698.0
1387,Horno Bolleria Las Comedias,1419,13,4.5,,,"Calle de las Comedias 11, 46003, Valencia Spain",46003,Spanish,,Ciutat Vella,26542,19009.0
1388,Restaurante Ninda,1420,9,4.5,,,"Calle del Reverendo Rafael Tramoyeres 11, 46020, Valencia Spain",46020,Seafood,Turkish,Benimaclet,46868,14834.0
1389,Pizzeria Km 0,1421,7,5.0,,,"Carrer Emili Baró 82, 46020, Valencia Spain",46020,Pizza,Italian,Benimaclet,46868,14834.0
1390,Bar la Luna,1422,17,4.5,$,1.0,"Calle Rio Arcos 18 Bajo, 46023, Valencia Spain",46023,Spanish,,Camins al Grau,46154,13788.0
1391,Casa Victoria,1423,65,4.0,$$ - $$$,4.0,"Carrer de Calatrava, 23, 46001, Valencia Spain",46001,Spanish,,Ciutat Vella,26542,19009.0
1392,Taberna El Rojo,1424,107,4.0,$,1.0,"Calle Literato Azorin 10, 46006, Valencia Spain",46006,Mediterranean,Spanish,l'Eixample,76697,20299.0
1393,El Barezito,1425,70,4.0,$,1.0,"Calle Blanch 13, 46003, Valencia Spain",46003,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1394,Casa Ripoll,1426,196,3.5,$$ - $$$,4.0,"Paseo Maritimo, 7, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
1395,O Peregrino,1427,55,4.0,$$ - $$$,4.0,"Calle Hugo de Moncada 3, 46010, Valencia Spain",46010,Spanish,Mediterranean,El Pla del Real,26491,20207.0
1396,Jardines Del Palau Restaurante,1428,94,3.5,$$ - $$$,4.0,"Paseo Alameda 30 46023, 46023, Valencia Spain",46023,Spanish,International,Camins al Grau,46154,13788.0
1397,LUUMA Fusion Mediterranea,1429,8,5.0,$$ - $$$,4.0,"Avd. Doctor Tomás Sala, 33, 46017, Valencia Spain",46017,Fusion,,Jesús,47788,11825.0
1398,El Colmado de la Rivera,1430,452,3.5,$$ - $$$,4.0,"Calle Ribera 14, 46002, Valencia Spain",46002,Mediterranean,European,Ciutat Vella,26542,19009.0
1399,Restaurante VR Russafa,1431,34,4.5,$$ - $$$,4.0,"Calle Cuba 60 Restaurante Vr Russafa Bajo Drch Bajo Drch., 46006, Valencia Spain",46006,Mediterranean,Spanish,l'Eixample,76697,20299.0
1400,Titaina,1432,23,4.5,$,1.0,"Calle Muro de Santa Ana 3, 46003, Valencia Spain",46003,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1401,Tapineria,1433,345,3.5,$$ - $$$,4.0,"Calle Tapineria 16, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
1402,Cafe Rialto Club,1434,32,4.0,$,1.0,"Plaza Ayuntamiento 17, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1403,Radici,1435,11,5.0,,,"Calle de Benicarlo 29, 46020, Valencia Spain",46020,Italian,Mediterranean,Benimaclet,46868,14834.0
1404,Restaurante Puerta Valencia Arte y Gastronomia,1436,27,4.0,$$ - $$$,4.0,"Avenida Cardenal Benlloch 28 Silken Puerta Valencia, 46021, Valencia Spain",46021,,,Algirós,68400,15105.0
1405,Bosforo,1437,37,4.0,$,1.0,"Plaza Honduras 4, 46022, Valencia Spain",46022,Spanish,Turkish,Algirós,68400,15105.0
1406,Amarinder Cocina Original India - Baleares,1438,14,4.5,$$ - $$$,4.0,"Avenida Baleares 1, 46023, Valencia Spain",46023,,,Camins al Grau,46154,13788.0
1407,Marina Alta 5,1439,234,3.5,$$ - $$$,4.0,"Calle Marina Alta 5, 46015, Valencia Spain",46015,Mediterranean,European,Campanar,35767,15126.0
1408,Pasteleria velazquez,1440,19,4.5,,,"Calle Garza Imperial 1, 46014, Valencia Spain",46014,Spanish,Diner,Patraix,40168,13331.0
1409,Cerveceria Acuarium,1441,0,,,,"Gran Via del Marques del Turia 57, 46004, Valencia Spain",46004,Pub,Cafe,l'Eixample,76697,20299.0
1410,Ristorante Pizzeria Vesuvio,1442,45,4.0,$$ - $$$,4.0,"Calle Beato Nicolas Factor 8, 46007, Valencia Spain",46007,Italian,Pizza,Extramurs,73050,16794.0
1411,La serena,1443,100,3.5,$$ - $$$,4.0,"Calle Literato Azorin 8, 46006, Valencia Spain",46006,Mediterranean,European,l'Eixample,76697,20299.0
1412,Maestro Doner Kebab,1444,24,4.0,$,1.0,"Calle Escultor Jose Capuz, Valencia Spain",,Fast Food,Turkish,,,
1413,La Tagliatella C,1445,100,3.5,$$ - $$$,4.0,"Avenida Professor Lopez Pinero 16, 46013, Valencia Spain",46013,Italian,,Quatre Carreres,52940,12357.0
1414,Taberna Restaurante Villagodio,1446,46,4.0,$$ - $$$,4.0,"Avenida Corts Valencianes 58 Junto al Palacio de Congresos y Hotel Sorolla Palas, 46015, Valencia Spain",46015,Steakhouse,Barbecue,Campanar,35767,15126.0
1415,Bar Manolo del Bombo,1447,19,4.5,$,1.0,"Placa de Valencia Club de Futbol 5, 46010, Valencia Spain",46010,Spanish,,El Pla del Real,26491,20207.0
1416,Tinobu Healthy Food & Coffee,1448,7,5.0,,,"Avenida Instituto Obrero de Valencia 15 B, 46013, Valencia Spain",46013,Cafe,European,Quatre Carreres,52940,12357.0
1417,Gastrobar Saborea,1449,49,4.0,$$ - $$$,4.0,"Calle Jativa 14, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1418,Little Thai Universidades,1450,43,4.0,$,1.0,"Avenida Blasco Ibanez 108, 46021, Valencia Spain",46021,Thai,Asian,Algirós,68400,15105.0
1419,The Fitzgerald Burger Company,1451,25,4.5,$$ - $$$,4.0,"Calle Bélgica, 14, 46008, Valencia Spain",46008,American,Barbecue,Extramurs,73050,16794.0
1420,Les Roques,1452,31,4.0,$$ - $$$,4.0,"Calle Vinatea 22 Carrer de L´Hospital, 46001, Valencia Spain",46001,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1421,Cala,1453,13,4.5,$$ - $$$,4.0,"Carrer de Mossen Femenia, 24 Ruzafa, 46004, Valencia Spain",46004,Spanish,Bar,l'Eixample,76697,20299.0
1422,Cafe Bla-Bla,1454,13,4.5,$$ - $$$,4.0,"Calle Serpis 62, 46021, Valencia Spain",46021,,,Algirós,68400,15105.0
1423,La Cueva,1455,18,4.5,,,"Calle Monestir de Poblet 12, 46015, Valencia Spain",46015,Turkish,Indian,Campanar,35767,15126.0
1424,Palacio de la Bellota,1456,162,3.5,$$ - $$$,4.0,"Calle del Mossen Femades 7, 46002, Valencia Spain",46002,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1425,Casa Mario Ruzafa,1457,29,4.0,$$ - $$$,4.0,"Calle Ruzafa Nº 27, 46004, Valencia Spain",46004,Spanish,Contemporary,l'Eixample,76697,20299.0
1426,Bocatame SL,1458,77,3.5,$$ - $$$,4.0,"Calle Turia 61, 46008, Valencia Spain",46008,Mediterranean,Spanish,Extramurs,73050,16794.0
1427,Golden Hana,1459,52,4.0,$$ - $$$,4.0,"Calle Ramon Gordillo 5, 46010, Valencia Spain",46010,Japanese,Sushi,El Pla del Real,26491,20207.0
1428,Maldita Dulzura,1460,25,4.0,$$ - $$$,4.0,"Calle Naturalista Arevalo Baca 7 46010 Valencia, 46010, Valencia Spain",46010,Spanish,Mediterranean,El Pla del Real,26491,20207.0
1429,The Good Whale,1461,57,4.0,$$ - $$$,4.0,"Calle de Salamanca 29, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
1430,Q7th Specialty Coffee,1462,9,5.0,$$ - $$$,4.0,"Carrer de Quart 7, 46001, Valencia Spain",46001,,,Ciutat Vella,26542,19009.0
1431,El Tostadero,1463,36,4.0,$,1.0,"Avenida Baron de Carcer 31, 46001, Valencia Spain",46001,Fast Food,Mediterranean,Ciutat Vella,26542,19009.0
1432,Rose Pink,1464,10,5.0,$$ - $$$,4.0,"Calle de Salvador Giner 1, 46003, Valencia Spain",46003,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1433,Casa Marcelo,1465,20,4.5,$$ - $$$,4.0,"Calle Emperador 5, 46002, Valencia Spain",46002,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1434,El Tormes,1466,31,4.0,$$ - $$$,4.0,"Calle Daniel Balaciart 5, 46020, Valencia Spain",46020,Spanish,Mediterranean,Benimaclet,46868,14834.0
1435,Restaurante Meson Canela,1467,17,4.5,$$ - $$$,4.0,"Calle Conchita Piquer Numero 9 Hace Esquina Con General Aviles, 46015, Valencia Spain",46015,Spanish,Mediterranean,Campanar,35767,15126.0
1436,Contraste,1468,26,4.5,$$ - $$$,4.0,"Plaza Papa Juan Pablo II 4 Junto 106 Av. Campanar, 46015, Valencia Spain",46015,Mediterranean,Spanish,Campanar,35767,15126.0
1437,Gogi House,1469,28,4.0,,,"Calle de Bailen 58 46007 Valencia, Valencia, Espagne, 46007, Valencia Spain",46007,Barbecue,Asian,Extramurs,73050,16794.0
1438,Restaurante De La India,1470,80,3.5,$$ - $$$,4.0,"Avenida Primado Reig 143 b Comida India, 46020, Valencia Spain",46020,Indian,,Benimaclet,46868,14834.0
1439,Karibuni,1471,0,,$$ - $$$,4.0,"Avinguda Regne de Valencia 24, 46005, Valencia Spain",46005,International,Spanish,l'Eixample,76697,20299.0
1440,Cafe Bar Gioconda,1472,15,5.0,$,1.0,"Plaza Benimaclet, 46020, Valencia Spain",46020,Bar,European,Benimaclet,46868,14834.0
1441,"We love Italy, Pasta, Pizza & Piadina, Valencia",1473,18,4.0,,,"Carrer del Comte D'Altea 36, 46005, Valencia Spain",46005,,,l'Eixample,76697,20299.0
1442,Cafe Lavin,1474,38,4.0,$,1.0,"Calle del Conde de Trenor 16 Bajo, 46003, Valencia Spain",46003,,,Ciutat Vella,26542,19009.0
1443,Horchateria Mari Toni,1475,24,4.0,$$ - $$$,4.0,"Carrer D´Alboraia, 23, 46010, Valencia Spain",46010,,,El Pla del Real,26491,20207.0
1444,MFM Restaurante,1476,7,5.0,$$ - $$$,4.0,"Calle Justó Vilar 25, 46011, Valencia Spain",46011,Mexican,International,Poblats Marítims,82178,11698.0
1445,Pantanal,1477,29,4.0,$$ - $$$,4.0,"Calle Ramon Asensio 13, 46020, Valencia Spain",46020,Pizza,,Benimaclet,46868,14834.0
1446,Lala Cafe Bar,1478,8,5.0,$$ - $$$,4.0,"Placa Reyes Prosper 6, 46010, Valencia Spain",46010,Cafe,Mediterranean,El Pla del Real,26491,20207.0
1447,Restaurante Agricultura Julio Milla,1479,64,4.0,$$ - $$$,4.0,"Calle Comedias 12, 46003, Valencia Spain",46003,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1448,Camiri Resto Bar,1480,39,4.0,$$ - $$$,4.0,"Calle Buen Orden 7 Frente al Mercado de Abastos, 46008, Valencia Spain",46008,Steakhouse,Mediterranean,Extramurs,73050,16794.0
1449,Izakaya Koryo,1481,30,4.0,$,1.0,"Carrer de la Pobla Llarga, 3, 46020, Valencia Spain",46020,Japanese,Asian,Benimaclet,46868,14834.0
1450,Taska Hogan,1482,129,3.5,$$ - $$$,4.0,"Calle Vallanca 3, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
1451,Pizzeria Fontel,1483,19,4.5,$$ - $$$,4.0,"Calle Convento de Jerusalen 45, 46007, Valencia Spain",46007,Pizza,Mediterranean,Extramurs,73050,16794.0
1452,Giramon,1484,6,5.0,$$ - $$$,4.0,"Carrer del Duc de Gaeta, 54, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
1453,Bar Las Palmeras,1485,16,4.5,$$ - $$$,4.0,"Carrer del Campament, 65, 46035, Valencia Spain",46035,Spanish,,Pobles de l'Oest,13224,10843.0
1454,PicoEsquina Fayer,1486,17,4.5,,,"Calle Ciscar 14, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
1455,Restaurante Rosmarino,1487,34,4.0,$$ - $$$,4.0,"Calle Amadeo de Saboya 16 Hotel The Westin Valencia, 46010, Valencia Spain",46010,International,Mediterranean,El Pla del Real,26491,20207.0
1456,Taberna Ultramarinos El Parterre,1488,50,4.0,$$ - $$$,4.0,"Plaza Alfonso El Magnanimo 11, 46003, Valencia Spain",46003,Spanish,,Ciutat Vella,26542,19009.0
1457,Fuji III,1489,51,3.5,$$ - $$$,4.0,"Avenida Puerto 294, 46024, Valencia Spain",46024,Japanese,Sushi,Poblats Marítims,82178,11698.0
1458,Casa Rafa,1490,39,4.0,$$ - $$$,4.0,"Calle Centelles 33, 46006, Valencia Spain",46006,Mediterranean,Spanish,l'Eixample,76697,20299.0
1459,Las Adelitas,1491,235,3.5,$$ - $$$,4.0,"Calle Ciscar 17, 46005, Valencia Spain",46005,Mexican,Latin,l'Eixample,76697,20299.0
1460,Meson Ferial,1492,17,4.0,,,"Calle Alfarrasi 14 Benimanet, 46035, Valencia Spain",46035,Mediterranean,Spanish,Pobles de l'Oest,13224,10843.0
1461,La Mona,1493,18,4.0,,,"Carrer la Reina 244, 46011, Valencia Spain",46011,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
1462,Roots Ahumados,1494,18,4.5,$$ - $$$,4.0,"Calle de San Juan de la Cruz 29 Downstairs, 46009, Valencia Spain",46009,Italian,American,La Saïdia,7022,13023.0
1463,ca Rakel,1495,12,4.5,,,"Calle del Doctor Lluch 9, 46011, Valencia Spain",46011,,,Poblats Marítims,82178,11698.0
1464,Vergel Bistro - Cocina de Mercado,1496,13,5.0,$$ - $$$,4.0,"Carrer del Doctor Nicasi Benlloch, 72, 46015, Valencia Spain",46015,Spanish,Italian,Campanar,35767,15126.0
1465,White Moon Restaurant,1497,37,4.0,$$ - $$$,4.0,"Calle de Joaquin Costa 50 Local 6, 46005, Valencia Spain",46005,American,European,l'Eixample,76697,20299.0
1466,Marisqueria Casa Vicent,1498,47,4.0,$$ - $$$,4.0,"Avenida Peris y Valero, 131 esquina con Pintor Salvador Abril, Valencia Spain",,Seafood,Mediterranean,,,
1467,El Establo Parrilla,1499,9,4.5,$$ - $$$,4.0,"Calle Estrella 13 Bajo, 46007, Valencia Spain",46007,,,Extramurs,73050,16794.0
1468,El Olmo de Tirso Restaurante,1501,10,5.0,$$ - $$$,4.0,"Avenida Tirso de Molina 3 Orilla Del Rio Junto A Nuevo Centro, 46009, Valencia Spain",46009,Spanish,,La Saïdia,7022,13023.0
1469,La gramola,1502,10,4.5,$$ - $$$,4.0,"Calle Baron de San Petrillo 9, 46020, Valencia Spain",46020,Bar,Pub,Benimaclet,46868,14834.0
1470,La Mezcaleria Vlc,1503,67,4.0,$,1.0,"Calle Carlos Cervera 34 Barrio de Ruzafa, 46006, Valencia Spain",46006,Mexican,,l'Eixample,76697,20299.0
